# Last updated: August 2013 by M. Oiestad, MET
LIGHT (draugen)		15
2.00	10.0	10.0	10.0
6.00	6.7	953.7	39.7	2152.3	5795.4	-12.2	105.8
9.00	7.5	954.9	46.7	2425.3	8205.4	-10.9	111.9
12.00	8.0	955.8	50.4	2649.0	10177.3	-10.0	116.4
24.00	9.5	958.1	56.3	3308.3	15883.0	-7.7	128.1
48.00	11.1	960.6	59.8	4208.4	23222.9	-5.1	141.2
72.00	12.1	962.2	60.6	4881.2	27783.7	-3.5	149.4
96.00	12.8	963.3	60.8	5451.1	31290.2	-2.3	155.7
120.00	13.4	964.2	60.9	5958.9	34328.5	-1.3	160.8
480.00	17.9	971.3	61.0	11726.7	67802.2	6.1	201.6
GUDRUN			15
2.0	10.0	10.0	10.0
0.00	0.0	824.0	0.0	8.5	8.5
0.25	16.4	844.3	9.7	27.7	43.8
0.50	19.9	848.6	23.1	38.6	108.7
1.00	23.5	853.0	40.4	54.2	297.5
2.00	27.3	857.7	57.6	77.4	768.2
3.00	29.6	860.5	64.8	96.0	1194.9
6.00	33.4	865.2	69.6	137.8	1986.5
9.00	35.7	867.9	70.0	169.6	2471.0
